id_vente,date_vente,produit,quantite,prix_unitaire,total_vente,categorie,vendeur
V07362,2025-03-16,Écran Dell 24’’,19,190,3610,Informatique,Bah Mariama
V07363,2025-01-10,Casque Sony WH-CH510,13,55,715,Audio,Barry Fatou
V07364,2025-03-15,Haut-parleur Bluetooth,12,30,360,Audio,Diallo Ibrahima
V07365,2025-08-27,Câble HDMI 2m,4,5,20,Accessoires,Barry Fatou
V07366,2025-07-29,Haut-parleur JBL Go 3,11,40,440,Audio,Barry Fatou
V07367,2025-07-11,Écran Dell 24’’,4,190,760,Informatique,Diallo Ibrahima
V07368,2025-03-06,Casque Sony WH-CH510,18,55,990,Audio,Bah Mariama
V07369,2025-08-15,Imprimante Canon Pixma,1,120,120,Informatique,Barry Fatou
V07370,2025-09-19,Clé USB 64 Go Kingston,3,12,36,Accessoires,Camara Ousmane
V07371,2025-04-10,Disque SSD 512 Go,3,120,360,Stockage,Diallo Ibrahima
V07372,2025-04-08,Ordinateur Lenovo ThinkPad,4,970,3880,Informatique,Diallo Ibrahima
V07373,2025-10-28,Imprimante Canon Pixma,2,120,240,Informatique,Diallo Ibrahima
V07374,2025-08-19,Souris Logitech M185,16,15,240,Accessoires,Barry Fatou
V07375,2025-05-13,Disque Dur Externe 1To,3,75,225,Stockage,Barry Fatou
V07376,2025-10-30,Téléphone iPhone 13,12,950,11400,Téléphonie,Barry Fatou
V07377,2025-05-21,Imprimante Canon Pixma,20,120,2400,Informatique,Sow Mamadou
V07378,2025-03-24,Clé USB 64 Go Kingston,3,12,36,Accessoires,Sow Mamadou
V07379,2025-03-19,Imprimante Canon Pixma,17,120,2040,Informatique,Sow Mamadou
V07380,2025-09-22,Souris Logitech M185,3,15,45,Accessoires,Barry Fatou
V07381,2025-11-07,Téléphone Samsung A15,7,210,1470,Téléphonie,Camara Ousmane
V07382,2025-04-30,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Diallo Ibrahima
V07383,2025-03-06,Disque Dur Externe 1To,17,75,1275,Stockage,Barry Fatou
V07384,2025-06-22,Casque Sony WH-CH510,1,55,55,Audio,Diallo Ibrahima
V07385,2025-08-08,Imprimante Epson EcoTank,16,160,2560,Informatique,Diallo Ibrahima
V07386,2025-01-20,Ordinateur Portable Dell,15,880,13200,Informatique,Barry Fatou
V07387,2025-10-12,Imprimante Epson EcoTank,10,160,1600,Informatique,Sow Mamadou
V07388,2025-10-17,Téléphone iPhone 13,1,950,950,Téléphonie,Bah Mariama
V07389,2025-04-15,Ordinateur Portable Dell,2,880,1760,Informatique,Sow Mamadou
V07390,2025-11-01,Clavier mécanique Redragon,3,60,180,Accessoires,Bah Mariama
V07391,2025-09-12,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Bah Mariama
V07392,2025-06-14,Haut-parleur JBL Go 3,3,40,120,Audio,Bah Mariama
V07393,2025-04-19,Ordinateur Portable Dell,18,880,15840,Informatique,Sow Mamadou
V07394,2025-09-02,Clé USB 64 Go Kingston,18,12,216,Accessoires,Sow Mamadou
V07395,2025-01-01,Imprimante Epson EcoTank,9,160,1440,Informatique,Bah Mariama
V07396,2025-03-13,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Bah Mariama
V07397,2025-08-04,Clavier mécanique Redragon,18,60,1080,Accessoires,Sow Mamadou
V07398,2025-10-13,Téléphone iPhone 13,5,950,4750,Téléphonie,Camara Ousmane
V07399,2025-06-15,Casque Bluetooth JBL,10,45,450,Audio,Camara Ousmane
V07400,2025-06-12,Disque SSD 512 Go,4,120,480,Stockage,Barry Fatou
V07401,2025-09-06,Ordinateur Portable Dell,15,880,13200,Informatique,Bah Mariama
V07402,2025-02-15,Ordinateur Portable HP,1,750,750,Informatique,Sow Mamadou
V07403,2025-10-02,Haut-parleur JBL Go 3,18,40,720,Audio,Bah Mariama
V07404,2025-04-09,Ordinateur Portable Dell,1,880,880,Informatique,Barry Fatou
V07405,2025-10-06,Souris Logitech M185,3,15,45,Accessoires,Camara Ousmane
V07406,2025-04-23,Ordinateur Lenovo ThinkPad,11,970,10670,Informatique,Diallo Ibrahima
V07407,2025-06-09,Clé USB 64 Go Kingston,8,12,96,Accessoires,Camara Ousmane
V07408,2025-06-15,Clé USB 32 Go SanDisk,12,8,96,Accessoires,Camara Ousmane
V07409,2025-06-07,Câble HDMI 2m,18,5,90,Accessoires,Barry Fatou
V07410,2025-03-04,Écran Dell 24’’,3,190,570,Informatique,Diallo Ibrahima
V07411,2025-10-06,Ordinateur Lenovo ThinkPad,5,970,4850,Informatique,Diallo Ibrahima
V07412,2025-07-03,Câble HDMI 2m,19,5,95,Accessoires,Barry Fatou
V07413,2025-07-18,Souris Gamer Logitech G502,18,60,1080,Accessoires,Barry Fatou
V07414,2025-10-31,Téléphone Samsung A15,10,210,2100,Téléphonie,Barry Fatou
V07415,2025-09-25,Haut-parleur Bluetooth,9,30,270,Audio,Camara Ousmane
V07416,2025-08-18,Casque Sony WH-CH510,6,55,330,Audio,Bah Mariama
V07417,2025-01-10,Clé USB 32 Go SanDisk,3,8,24,Accessoires,Sow Mamadou
V07418,2025-03-08,Disque Dur Externe 1To,7,75,525,Stockage,Bah Mariama
V07419,2025-03-16,Écran Dell 24’’,19,190,3610,Informatique,Sow Mamadou
V07420,2025-02-07,Souris Gamer Logitech G502,8,60,480,Accessoires,Camara Ousmane
V07421,2025-02-24,Souris Logitech M185,4,15,60,Accessoires,Diallo Ibrahima
V07422,2025-07-31,Casque Sony WH-CH510,17,55,935,Audio,Barry Fatou
V07423,2025-01-07,Téléphone iPhone 13,17,950,16150,Téléphonie,Diallo Ibrahima
V07424,2025-06-21,Haut-parleur JBL Go 3,16,40,640,Audio,Camara Ousmane
V07425,2025-05-27,Téléphone iPhone 13,18,950,17100,Téléphonie,Barry Fatou
V07426,2025-08-28,Haut-parleur JBL Go 3,18,40,720,Audio,Barry Fatou
V07427,2025-06-22,Écran Dell 24’’,1,190,190,Informatique,Barry Fatou
V07428,2025-07-15,Imprimante Epson EcoTank,6,160,960,Informatique,Diallo Ibrahima
V07429,2025-10-13,Clavier mécanique Redragon,7,60,420,Accessoires,Barry Fatou
V07430,2025-01-14,Disque Dur Externe 1To,6,75,450,Stockage,Barry Fatou
V07431,2025-11-07,Souris Logitech M185,3,15,45,Accessoires,Sow Mamadou
V07432,2025-03-01,Clé USB 64 Go Kingston,13,12,156,Accessoires,Bah Mariama
V07433,2025-11-09,Téléphone iPhone 13,16,950,15200,Téléphonie,Sow Mamadou
V07434,2025-09-17,Câble HDMI 2m,7,5,35,Accessoires,Barry Fatou
V07435,2025-05-17,Écran Dell 24’’,13,190,2470,Informatique,Bah Mariama
V07436,2025-06-02,Ordinateur Portable Dell,9,880,7920,Informatique,Sow Mamadou
V07437,2025-06-23,Câble HDMI 2m,16,5,80,Accessoires,Bah Mariama
V07438,2025-08-23,Casque Sony WH-CH510,20,55,1100,Audio,Sow Mamadou
V07439,2025-04-13,Téléphone iPhone 13,14,950,13300,Téléphonie,Camara Ousmane
V07440,2025-10-30,Imprimante Canon Pixma,16,120,1920,Informatique,Diallo Ibrahima
V07441,2025-09-28,Souris Logitech M185,4,15,60,Accessoires,Camara Ousmane
V07442,2025-08-13,Imprimante Canon Pixma,15,120,1800,Informatique,Camara Ousmane
V07443,2025-07-27,Téléphone Samsung A15,3,210,630,Téléphonie,Camara Ousmane
V07444,2025-10-30,Clavier mécanique Redragon,13,60,780,Accessoires,Diallo Ibrahima
V07445,2025-01-25,Clé USB 32 Go SanDisk,10,8,80,Accessoires,Sow Mamadou
V07446,2025-09-27,Haut-parleur JBL Go 3,17,40,680,Audio,Barry Fatou
V07447,2025-03-08,Souris Logitech M185,5,15,75,Accessoires,Barry Fatou
V07448,2025-06-23,Clavier mécanique Redragon,4,60,240,Accessoires,Camara Ousmane
V07449,2025-10-31,Téléphone Samsung A15,1,210,210,Téléphonie,Sow Mamadou
V07450,2025-07-21,Souris Gamer Logitech G502,14,60,840,Accessoires,Bah Mariama
V07451,2025-09-11,Imprimante Canon Pixma,15,120,1800,Informatique,Diallo Ibrahima
V07452,2025-02-08,Ordinateur Portable Dell,8,880,7040,Informatique,Bah Mariama
V07453,2025-08-19,Imprimante Canon Pixma,3,120,360,Informatique,Camara Ousmane
V07454,2025-03-07,Ordinateur Portable Dell,2,880,1760,Informatique,Barry Fatou
V07455,2025-07-16,Clavier mécanique Redragon,13,60,780,Accessoires,Barry Fatou
V07456,2025-01-28,Ordinateur Portable HP,1,750,750,Informatique,Bah Mariama
V07457,2025-02-06,Clavier mécanique Redragon,4,60,240,Accessoires,Bah Mariama
V07458,2025-10-19,Souris Gamer Logitech G502,19,60,1140,Accessoires,Diallo Ibrahima
V07459,2025-03-14,Haut-parleur Bluetooth,7,30,210,Audio,Camara Ousmane
V07460,2025-06-19,Clé USB 64 Go Kingston,8,12,96,Accessoires,Camara Ousmane
V07461,2025-08-12,Casque Sony WH-CH510,7,55,385,Audio,Barry Fatou
V07462,2025-10-19,Clavier mécanique Redragon,3,60,180,Accessoires,Camara Ousmane
V07463,2025-06-17,Ordinateur Lenovo ThinkPad,5,970,4850,Informatique,Diallo Ibrahima
V07464,2025-05-01,Câble HDMI 2m,14,5,70,Accessoires,Camara Ousmane
V07465,2025-02-09,Clavier mécanique Redragon,5,60,300,Accessoires,Barry Fatou
V07466,2025-02-14,Souris Gamer Logitech G502,8,60,480,Accessoires,Diallo Ibrahima
V07467,2025-02-18,Imprimante Canon Pixma,20,120,2400,Informatique,Sow Mamadou
V07468,2025-06-05,Ordinateur Portable Dell,9,880,7920,Informatique,Diallo Ibrahima
V07469,2025-04-19,Ordinateur Lenovo ThinkPad,6,970,5820,Informatique,Diallo Ibrahima
V07470,2025-09-14,Câble HDMI 2m,14,5,70,Accessoires,Camara Ousmane
V07471,2025-02-20,Disque SSD 512 Go,12,120,1440,Stockage,Barry Fatou
V07472,2025-06-13,Téléphone Samsung A15,9,210,1890,Téléphonie,Bah Mariama
V07473,2025-06-16,Disque Dur Externe 1To,2,75,150,Stockage,Bah Mariama
V07474,2025-03-17,Clé USB 32 Go SanDisk,19,8,152,Accessoires,Sow Mamadou
V07475,2025-09-21,Casque Sony WH-CH510,5,55,275,Audio,Diallo Ibrahima
V07476,2025-08-02,Câble HDMI 2m,17,5,85,Accessoires,Diallo Ibrahima
V07477,2025-09-14,Clé USB 64 Go Kingston,11,12,132,Accessoires,Diallo Ibrahima
V07478,2025-06-25,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Barry Fatou
V07479,2025-01-07,Téléphone iPhone 13,16,950,15200,Téléphonie,Bah Mariama
V07480,2025-01-11,Clé USB 64 Go Kingston,17,12,204,Accessoires,Sow Mamadou
V07481,2025-11-09,Téléphone iPhone 13,6,950,5700,Téléphonie,Diallo Ibrahima
V07482,2025-07-15,Clavier mécanique Redragon,13,60,780,Accessoires,Diallo Ibrahima
V07483,2025-03-29,Disque Dur Externe 1To,13,75,975,Stockage,Camara Ousmane
V07484,2025-06-29,Ordinateur Portable Dell,2,880,1760,Informatique,Barry Fatou
V07485,2025-09-22,Casque Bluetooth JBL,7,45,315,Audio,Camara Ousmane
V07486,2025-03-19,Souris Gamer Logitech G502,9,60,540,Accessoires,Sow Mamadou
V07487,2025-07-26,Ordinateur Portable Dell,19,880,16720,Informatique,Diallo Ibrahima
V07488,2025-04-09,Imprimante Canon Pixma,8,120,960,Informatique,Diallo Ibrahima
V07489,2025-03-22,Écran Dell 24’’,17,190,3230,Informatique,Sow Mamadou
V07490,2025-02-18,Téléphone Samsung A15,6,210,1260,Téléphonie,Bah Mariama
V07491,2025-09-21,Disque SSD 512 Go,1,120,120,Stockage,Camara Ousmane
V07492,2025-02-08,Écran Dell 24’’,15,190,2850,Informatique,Barry Fatou
V07493,2025-10-12,Casque Sony WH-CH510,20,55,1100,Audio,Diallo Ibrahima
V07494,2025-10-10,Casque Bluetooth JBL,13,45,585,Audio,Camara Ousmane
V07495,2025-08-25,Ordinateur Lenovo ThinkPad,12,970,11640,Informatique,Diallo Ibrahima
V07496,2025-10-10,Imprimante Canon Pixma,5,120,600,Informatique,Camara Ousmane
V07497,2025-05-17,Haut-parleur Bluetooth,9,30,270,Audio,Bah Mariama
V07498,2025-02-16,Imprimante Canon Pixma,3,120,360,Informatique,Diallo Ibrahima
V07499,2025-01-22,Écran Dell 24’’,16,190,3040,Informatique,Sow Mamadou
V07500,2025-10-04,Téléphone iPhone 13,7,950,6650,Téléphonie,Camara Ousmane
V07501,2025-09-10,Écran Dell 24’’,17,190,3230,Informatique,Sow Mamadou
V07502,2025-01-08,Souris Gamer Logitech G502,3,60,180,Accessoires,Camara Ousmane
V07503,2025-05-29,Téléphone Samsung A15,9,210,1890,Téléphonie,Diallo Ibrahima
V07504,2025-09-19,Clé USB 64 Go Kingston,11,12,132,Accessoires,Barry Fatou
V07505,2025-06-29,Souris Gamer Logitech G502,9,60,540,Accessoires,Barry Fatou
V07506,2025-04-07,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Diallo Ibrahima
V07507,2025-08-25,Clé USB 32 Go SanDisk,13,8,104,Accessoires,Barry Fatou
V07508,2025-10-27,Téléphone Samsung A15,4,210,840,Téléphonie,Sow Mamadou
V07509,2025-05-17,Téléphone Samsung A15,11,210,2310,Téléphonie,Diallo Ibrahima
V07510,2025-01-03,Clavier mécanique Redragon,12,60,720,Accessoires,Sow Mamadou
V07511,2025-07-25,Clé USB 32 Go SanDisk,13,8,104,Accessoires,Barry Fatou
V07512,2025-06-02,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Barry Fatou
V07513,2025-04-01,Câble HDMI 2m,2,5,10,Accessoires,Camara Ousmane
V07514,2025-09-30,Haut-parleur Bluetooth,8,30,240,Audio,Diallo Ibrahima
V07515,2025-09-13,Disque SSD 512 Go,5,120,600,Stockage,Diallo Ibrahima
V07516,2025-03-18,Téléphone Samsung A15,1,210,210,Téléphonie,Sow Mamadou
V07517,2025-10-29,Imprimante Canon Pixma,16,120,1920,Informatique,Diallo Ibrahima
V07518,2025-07-09,Clé USB 32 Go SanDisk,12,8,96,Accessoires,Bah Mariama
V07519,2025-03-02,Écran Dell 24’’,10,190,1900,Informatique,Diallo Ibrahima
V07520,2025-05-04,Casque Sony WH-CH510,1,55,55,Audio,Bah Mariama
V07521,2025-06-12,Téléphone iPhone 13,2,950,1900,Téléphonie,Sow Mamadou
V07522,2025-07-23,Câble HDMI 2m,11,5,55,Accessoires,Barry Fatou
V07523,2025-10-23,Câble HDMI 2m,9,5,45,Accessoires,Barry Fatou
V07524,2025-02-19,Imprimante Canon Pixma,19,120,2280,Informatique,Bah Mariama
V07525,2025-08-17,Imprimante Epson EcoTank,11,160,1760,Informatique,Diallo Ibrahima
V07526,2025-05-08,Téléphone Samsung A15,8,210,1680,Téléphonie,Barry Fatou
V07527,2025-03-12,Écran Dell 24’’,10,190,1900,Informatique,Diallo Ibrahima
V07528,2025-03-11,Clavier mécanique Redragon,7,60,420,Accessoires,Camara Ousmane
V07529,2025-10-09,Clé USB 32 Go SanDisk,17,8,136,Accessoires,Sow Mamadou
V07530,2025-06-08,Disque Dur Externe 1To,3,75,225,Stockage,Diallo Ibrahima
V07531,2025-08-14,Téléphone Samsung A15,13,210,2730,Téléphonie,Diallo Ibrahima
V07532,2025-08-04,Disque SSD 512 Go,11,120,1320,Stockage,Bah Mariama
V07533,2025-02-21,Clavier mécanique Redragon,11,60,660,Accessoires,Camara Ousmane
V07534,2025-02-19,Clé USB 64 Go Kingston,13,12,156,Accessoires,Sow Mamadou
V07535,2025-01-20,Casque Bluetooth JBL,9,45,405,Audio,Diallo Ibrahima
V07536,2025-10-08,Casque Sony WH-CH510,10,55,550,Audio,Camara Ousmane
V07537,2025-02-01,Casque Bluetooth JBL,7,45,315,Audio,Camara Ousmane
V07538,2025-03-11,Imprimante Epson EcoTank,2,160,320,Informatique,Diallo Ibrahima
V07539,2025-01-19,Ordinateur Lenovo ThinkPad,9,970,8730,Informatique,Sow Mamadou
V07540,2025-03-21,Souris Logitech M185,10,15,150,Accessoires,Sow Mamadou
V07541,2025-03-15,Imprimante Epson EcoTank,17,160,2720,Informatique,Barry Fatou
V07542,2025-01-24,Téléphone iPhone 13,4,950,3800,Téléphonie,Diallo Ibrahima
V07543,2025-07-18,Imprimante Canon Pixma,20,120,2400,Informatique,Camara Ousmane
V07544,2025-07-31,Casque Sony WH-CH510,1,55,55,Audio,Bah Mariama
V07545,2025-01-07,Ordinateur Lenovo ThinkPad,15,970,14550,Informatique,Diallo Ibrahima
V07546,2025-06-27,Haut-parleur Bluetooth,8,30,240,Audio,Sow Mamadou
V07547,2025-11-05,Casque Bluetooth JBL,6,45,270,Audio,Camara Ousmane
V07548,2025-03-18,Ordinateur Portable HP,6,750,4500,Informatique,Diallo Ibrahima
V07549,2025-03-20,Haut-parleur Bluetooth,7,30,210,Audio,Diallo Ibrahima
V07550,2025-09-01,Haut-parleur Bluetooth,3,30,90,Audio,Barry Fatou
V07551,2025-01-02,Haut-parleur JBL Go 3,18,40,720,Audio,Camara Ousmane
V07552,2025-08-13,Souris Gamer Logitech G502,16,60,960,Accessoires,Barry Fatou
V07553,2025-09-13,Haut-parleur JBL Go 3,3,40,120,Audio,Camara Ousmane
V07554,2025-09-30,Téléphone Samsung A15,2,210,420,Téléphonie,Sow Mamadou
V07555,2025-04-27,Écran Dell 24’’,2,190,380,Informatique,Barry Fatou
V07556,2025-01-30,Haut-parleur Bluetooth,2,30,60,Audio,Sow Mamadou
V07557,2025-04-11,Clé USB 32 Go SanDisk,3,8,24,Accessoires,Camara Ousmane
V07558,2025-06-25,Imprimante Canon Pixma,2,120,240,Informatique,Barry Fatou
V07559,2025-09-13,Disque Dur Externe 1To,4,75,300,Stockage,Sow Mamadou
V07560,2025-01-28,Câble HDMI 2m,5,5,25,Accessoires,Bah Mariama
V07561,2025-02-17,Imprimante Epson EcoTank,13,160,2080,Informatique,Bah Mariama
V07562,2025-04-30,Ordinateur Portable HP,8,750,6000,Informatique,Camara Ousmane
V07563,2025-05-24,Clavier mécanique Redragon,7,60,420,Accessoires,Sow Mamadou
V07564,2025-05-10,Ordinateur Portable HP,2,750,1500,Informatique,Barry Fatou
V07565,2025-05-18,Câble HDMI 2m,19,5,95,Accessoires,Barry Fatou
V07566,2025-04-06,Ordinateur Portable HP,18,750,13500,Informatique,Bah Mariama
V07567,2025-08-29,Clavier mécanique Redragon,12,60,720,Accessoires,Sow Mamadou
V07568,2025-03-05,Imprimante Canon Pixma,5,120,600,Informatique,Camara Ousmane
V07569,2025-08-19,Téléphone Samsung A15,3,210,630,Téléphonie,Camara Ousmane
V07570,2025-08-04,Téléphone Samsung A15,8,210,1680,Téléphonie,Sow Mamadou
V07571,2025-07-30,Imprimante Epson EcoTank,6,160,960,Informatique,Camara Ousmane
V07572,2025-06-05,Clé USB 64 Go Kingston,8,12,96,Accessoires,Sow Mamadou
V07573,2025-04-25,Haut-parleur Bluetooth,13,30,390,Audio,Sow Mamadou
V07574,2025-04-18,Clé USB 64 Go Kingston,13,12,156,Accessoires,Bah Mariama
V07575,2025-05-17,Imprimante Epson EcoTank,18,160,2880,Informatique,Diallo Ibrahima
V07576,2025-01-04,Ordinateur Portable HP,1,750,750,Informatique,Sow Mamadou
V07577,2025-01-13,Ordinateur Lenovo ThinkPad,6,970,5820,Informatique,Camara Ousmane
V07578,2025-07-30,Ordinateur Lenovo ThinkPad,14,970,13580,Informatique,Diallo Ibrahima
V07579,2025-08-16,Câble HDMI 2m,16,5,80,Accessoires,Bah Mariama
V07580,2025-03-15,Haut-parleur Bluetooth,5,30,150,Audio,Diallo Ibrahima
V07581,2025-08-27,Disque SSD 512 Go,6,120,720,Stockage,Sow Mamadou
V07582,2025-02-08,Téléphone iPhone 13,19,950,18050,Téléphonie,Sow Mamadou
V07583,2025-03-21,Clavier mécanique Redragon,19,60,1140,Accessoires,Bah Mariama
V07584,2025-07-26,Souris Gamer Logitech G502,17,60,1020,Accessoires,Barry Fatou
V07585,2025-01-18,Ordinateur Lenovo ThinkPad,18,970,17460,Informatique,Barry Fatou
V07586,2025-10-09,Souris Logitech M185,1,15,15,Accessoires,Bah Mariama
V07587,2025-03-17,Casque Sony WH-CH510,2,55,110,Audio,Barry Fatou
V07588,2025-04-04,Écran Dell 24’’,19,190,3610,Informatique,Barry Fatou
V07589,2025-06-29,Clavier mécanique Redragon,17,60,1020,Accessoires,Sow Mamadou
V07590,2025-04-23,Ordinateur Portable Dell,16,880,14080,Informatique,Barry Fatou
V07591,2025-09-24,Imprimante Epson EcoTank,18,160,2880,Informatique,Camara Ousmane
V07592,2025-08-12,Souris Logitech M185,9,15,135,Accessoires,Camara Ousmane
V07593,2025-04-04,Haut-parleur Bluetooth,2,30,60,Audio,Barry Fatou
V07594,2025-01-01,Câble HDMI 2m,9,5,45,Accessoires,Camara Ousmane
V07595,2025-05-25,Téléphone Samsung A15,5,210,1050,Téléphonie,Camara Ousmane
V07596,2025-01-19,Haut-parleur Bluetooth,14,30,420,Audio,Barry Fatou
V07597,2025-07-21,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Sow Mamadou
V07598,2025-11-02,Clé USB 64 Go Kingston,13,12,156,Accessoires,Barry Fatou
V07599,2025-06-07,Ordinateur Portable HP,8,750,6000,Informatique,Sow Mamadou
V07600,2025-03-22,Câble HDMI 2m,17,5,85,Accessoires,Sow Mamadou
V07601,2025-01-22,Câble HDMI 2m,1,5,5,Accessoires,Sow Mamadou
V07602,2025-04-25,Disque SSD 512 Go,2,120,240,Stockage,Camara Ousmane
V07603,2025-03-14,Disque SSD 512 Go,7,120,840,Stockage,Diallo Ibrahima
V07604,2025-09-27,Disque SSD 512 Go,12,120,1440,Stockage,Sow Mamadou
V07605,2025-03-17,Ordinateur Portable Dell,7,880,6160,Informatique,Bah Mariama
V07606,2025-05-27,Écran Dell 24’’,20,190,3800,Informatique,Sow Mamadou
V07607,2025-01-14,Souris Gamer Logitech G502,11,60,660,Accessoires,Bah Mariama
V07608,2025-11-06,Casque Bluetooth JBL,13,45,585,Audio,Sow Mamadou
V07609,2025-01-16,Écran Dell 24’’,9,190,1710,Informatique,Sow Mamadou
V07610,2025-04-26,Clavier mécanique Redragon,16,60,960,Accessoires,Barry Fatou
V07611,2025-08-02,Ordinateur Portable Dell,18,880,15840,Informatique,Camara Ousmane
V07612,2025-01-01,Souris Gamer Logitech G502,2,60,120,Accessoires,Barry Fatou
V07613,2025-02-20,Ordinateur Portable Dell,1,880,880,Informatique,Bah Mariama
V07614,2025-10-11,Ordinateur Portable HP,9,750,6750,Informatique,Camara Ousmane
V07615,2025-07-22,Haut-parleur Bluetooth,6,30,180,Audio,Bah Mariama
V07616,2025-04-04,Clé USB 64 Go Kingston,15,12,180,Accessoires,Camara Ousmane
V07617,2025-02-26,Casque Sony WH-CH510,2,55,110,Audio,Bah Mariama
V07618,2025-06-19,Casque Sony WH-CH510,13,55,715,Audio,Bah Mariama
V07619,2025-03-08,Casque Sony WH-CH510,4,55,220,Audio,Camara Ousmane
V07620,2025-07-15,Clé USB 64 Go Kingston,8,12,96,Accessoires,Diallo Ibrahima
V07621,2025-02-09,Imprimante Canon Pixma,1,120,120,Informatique,Diallo Ibrahima
V07622,2025-05-07,Imprimante Canon Pixma,18,120,2160,Informatique,Diallo Ibrahima
V07623,2025-04-04,Clavier mécanique Redragon,16,60,960,Accessoires,Barry Fatou
V07624,2025-03-30,Clavier mécanique Redragon,20,60,1200,Accessoires,Sow Mamadou
V07625,2025-03-31,Disque Dur Externe 1To,2,75,150,Stockage,Bah Mariama
V07626,2025-11-08,Clé USB 32 Go SanDisk,17,8,136,Accessoires,Barry Fatou
V07627,2025-03-09,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Bah Mariama
V07628,2025-06-28,Ordinateur Portable Dell,3,880,2640,Informatique,Camara Ousmane
V07629,2025-07-27,Casque Bluetooth JBL,6,45,270,Audio,Camara Ousmane
V07630,2025-01-14,Clé USB 32 Go SanDisk,12,8,96,Accessoires,Camara Ousmane
V07631,2025-10-16,Casque Sony WH-CH510,6,55,330,Audio,Barry Fatou
V07632,2025-08-22,Disque SSD 512 Go,3,120,360,Stockage,Diallo Ibrahima
V07633,2025-01-30,Haut-parleur Bluetooth,12,30,360,Audio,Bah Mariama
V07634,2025-02-14,Ordinateur Portable HP,18,750,13500,Informatique,Barry Fatou
V07635,2025-08-11,Casque Sony WH-CH510,3,55,165,Audio,Diallo Ibrahima
V07636,2025-08-26,Ordinateur Portable Dell,3,880,2640,Informatique,Diallo Ibrahima
V07637,2025-03-11,Téléphone iPhone 13,9,950,8550,Téléphonie,Sow Mamadou
V07638,2025-01-06,Clé USB 32 Go SanDisk,10,8,80,Accessoires,Diallo Ibrahima
V07639,2025-02-24,Ordinateur Lenovo ThinkPad,9,970,8730,Informatique,Bah Mariama
V07640,2025-04-14,Imprimante Canon Pixma,9,120,1080,Informatique,Camara Ousmane
V07641,2025-10-21,Disque SSD 512 Go,19,120,2280,Stockage,Sow Mamadou
V07642,2025-07-04,Ordinateur Lenovo ThinkPad,12,970,11640,Informatique,Bah Mariama
V07643,2025-04-23,Clé USB 64 Go Kingston,18,12,216,Accessoires,Bah Mariama
V07644,2025-04-14,Casque Sony WH-CH510,7,55,385,Audio,Barry Fatou
V07645,2025-02-17,Clé USB 64 Go Kingston,19,12,228,Accessoires,Camara Ousmane
V07646,2025-04-22,Clé USB 64 Go Kingston,10,12,120,Accessoires,Bah Mariama
V07647,2025-02-11,Ordinateur Portable Dell,10,880,8800,Informatique,Bah Mariama
